DeviceName,DeviceId,SoftwareName,SoftwareVendor,OSPlatform,OSVersion,VulnerabilitySeverityLevel,IsExploitAvailable,RecommendedSecurityUpdate,CVEs,DeviceId1,LatestTimestamp,LastSeenDate,TimeSeen
21048w10n.sa.internal,747053a9e906959e39bf78c4b59056a037af9895,openssl,openssl,Windows10,10.0.19045.3570,Low,0,,{'CVE-2023-3817': 'Low'},747053a9e906959e39bf78c4b59056a037af9895,2023-11-12T22:19:00.1191524Z,12/11/2023,22:19:00
21048w10n.sa.internal,747053a9e906959e39bf78c4b59056a037af9895,openssl,openssl,Windows10,10.0.19045.3570,Medium,0,,"{'CVE-2023-4807': 'Medium', 'CVE-2023-5363': 'Medium'}",747053a9e906959e39bf78c4b59056a037af9895,2023-11-12T22:19:00.1191524Z,12/11/2023,22:19:00
syd-fs4.sa.internal,c95a37f163d3bce35452265ba10f5baf2da9ce81,7-zip,7-zip,WindowsServer2019,10.0.17763.4974,High,0,,"{'CVE-2023-40481': 'High', 'CVE-2023-31102': 'High'}",c95a37f163d3bce35452265ba10f5baf2da9ce81,2023-11-12T22:33:05.7269953Z,12/11/2023,22:33:05
19294w10n.sa.internal,fcb33d41e0d67692081d54d87e9ec62bd01b723d,openssl,openssl,Windows10,10.0.19045.3570,Low,0,,{'CVE-2023-3817': 'Low'},fcb33d41e0d67692081d54d87e9ec62bd01b723d,2023-11-12T22:16:45.0743054Z,12/11/2023,22:16:45
19294w10n.sa.internal,fcb33d41e0d67692081d54d87e9ec62bd01b723d,openssl,openssl,Windows10,10.0.19045.3570,Medium,0,,"{'CVE-2023-4807': 'Medium', 'CVE-2023-5363': 'Medium'}",fcb33d41e0d67692081d54d87e9ec62bd01b723d,2023-11-12T22:16:45.0743054Z,12/11/2023,22:16:45
pausesaudc01.sa.internal,676b132833b8a3bfc1c82266ebc2b7fdeaf610ea,.net,microsoft,WindowsServer2022,10.0.20348.2031,Medium,0,,{'CVE-2023-36799': 'Medium'},676b132833b8a3bfc1c82266ebc2b7fdeaf610ea,2023-11-12T22:32:56.5940257Z,12/11/2023,22:32:56
pausesaudc01.sa.internal,676b132833b8a3bfc1c82266ebc2b7fdeaf610ea,.net_core,microsoft,WindowsServer2022,10.0.20348.2031,Medium,0,,{'CVE-2022-34716': 'Medium'},676b132833b8a3bfc1c82266ebc2b7fdeaf610ea,2023-11-12T22:32:56.5940257Z,12/11/2023,22:32:56
pausesaudc01.sa.internal,676b132833b8a3bfc1c82266ebc2b7fdeaf610ea,.net_core,microsoft,WindowsServer2022,10.0.20348.2031,High,0,,"{'CVE-2022-38013': 'High', 'CVE-2022-41032': 'High', 'CVE-2022-41089': 'High'}",676b132833b8a3bfc1c82266ebc2b7fdeaf610ea,2023-11-12T22:32:56.5940257Z,12/11/2023,22:32:56
pausesaudc01.sa.internal,676b132833b8a3bfc1c82266ebc2b7fdeaf610ea,.net,microsoft,WindowsServer2022,10.0.20348.2031,High,1,,{'CVE-2023-44487': 'High'},676b132833b8a3bfc1c82266ebc2b7fdeaf610ea,2023-11-12T22:32:56.5940257Z,12/11/2023,22:32:56
pausesaudc01.sa.internal,676b132833b8a3bfc1c82266ebc2b7fdeaf610ea,asp.net_core,microsoft,WindowsServer2022,10.0.20348.2031,High,1,,{'CVE-2023-44487': 'High'},676b132833b8a3bfc1c82266ebc2b7fdeaf610ea,2023-11-12T22:32:56.5940257Z,12/11/2023,22:32:56
pausesaudc01.sa.internal,676b132833b8a3bfc1c82266ebc2b7fdeaf610ea,.net,microsoft,WindowsServer2022,10.0.20348.2031,High,0,,"{'CVE-2023-36792': 'High', 'CVE-2023-36794': 'High', 'CVE-2023-36796': 'High', 'CVE-2023-36793': 'High'}",676b132833b8a3bfc1c82266ebc2b7fdeaf610ea,2023-11-12T22:32:56.5940257Z,12/11/2023,22:32:56
paueasauexdc1.sadc.external,fdd7ed97e131574b9ad1fe59d9bd7c1e5364ceec,edge_chromium-based,microsoft,WindowsServer2016,10.0.14393.6343,High,0,,"{'CVE-2023-5996': 'High', 'CVE-2023-36034': 'High', 'CVE-2023-5849': 'High', 'CVE-2023-5854': 'High', 'CVE-2023-44323': 'High', 'CVE-2023-5855': 'High', 'CVE-2023-5852': 'High', 'CVE-2023-5856': 'High'}",fdd7ed97e131574b9ad1fe59d9bd7c1e5364ceec,2023-11-12T22:37:27.6933325Z,12/11/2023,22:37:27
paueasauexdc1.sadc.external,fdd7ed97e131574b9ad1fe59d9bd7c1e5364ceec,edge_chromium-based,microsoft,WindowsServer2016,10.0.14393.6343,Medium,0,,"{'CVE-2023-36022': 'Medium', 'CVE-2023-5857': 'Medium', 'CVE-2023-5480': 'Medium', 'CVE-2023-5859': 'Medium', 'CVE-2023-5851': 'Medium'}",fdd7ed97e131574b9ad1fe59d9bd7c1e5364ceec,2023-11-12T22:37:27.6933325Z,12/11/2023,22:37:27
syd-fs1.sa.internal,a57ea27db4f4b68bf0f182739fbea41445ffd193,7-zip,7-zip,WindowsServer2019,10.0.17763.4974,High,0,,"{'CVE-2023-40481': 'High', 'CVE-2023-31102': 'High'}",a57ea27db4f4b68bf0f182739fbea41445ffd193,2023-11-12T22:33:13.246327Z,12/11/2023,22:33:13
19354w10n.sa.internal,5175966e7bf2f12ba3c23da82bd81e4766477d71,openssl,openssl,Windows10,10.0.19045.3570,Low,0,,{'CVE-2023-3817': 'Low'},5175966e7bf2f12ba3c23da82bd81e4766477d71,2023-11-12T21:41:05.4021385Z,12/11/2023,21:41:05
19354w10n.sa.internal,5175966e7bf2f12ba3c23da82bd81e4766477d71,openssl,openssl,Windows10,10.0.19045.3570,Medium,0,,"{'CVE-2023-4807': 'Medium', 'CVE-2023-5363': 'Medium'}",5175966e7bf2f12ba3c23da82bd81e4766477d71,2023-11-12T21:41:05.4021385Z,12/11/2023,21:41:05
syd-dgprds1.sa.internal,fa6c11942612e12ca29e32e918673b900af2d7a7,creative_cloud,adobe,WindowsServer2019,10.0.17763.4974,High,0,,{'CVE-2023-26358': 'High'},fa6c11942612e12ca29e32e918673b900af2d7a7,2023-11-12T22:28:35.8198485Z,12/11/2023,22:28:35
syd-dgprds1.sa.internal,fa6c11942612e12ca29e32e918673b900af2d7a7,7-zip,7-zip,WindowsServer2019,10.0.17763.4974,High,0,,"{'CVE-2023-40481': 'High', 'CVE-2023-31102': 'High'}",fa6c11942612e12ca29e32e918673b900af2d7a7,2023-11-12T22:28:35.8198485Z,12/11/2023,22:28:35
syd-dgprds1.sa.internal,fa6c11942612e12ca29e32e918673b900af2d7a7,notepad++,notepad_plus_plus,WindowsServer2019,10.0.17763.4974,High,0,,{'CVE-2023-40031': 'High'},fa6c11942612e12ca29e32e918673b900af2d7a7,2023-11-12T22:28:35.8198485Z,12/11/2023,22:28:35
syd-dgprds1.sa.internal,fa6c11942612e12ca29e32e918673b900af2d7a7,notepad++,notepad_plus_plus,WindowsServer2019,10.0.17763.4974,Medium,0,,"{'CVE-2023-40166': 'Medium', 'CVE-2022-31902': 'Medium', 'CVE-2023-40164': 'Medium', 'CVE-2022-31901': 'Medium', 'CVE-2023-40036': 'Medium'}",fa6c11942612e12ca29e32e918673b900af2d7a7,2023-11-12T22:28:35.8198485Z,12/11/2023,22:28:35
22087w10n.sa.internal,17d17dec2c478e7a36feb654462e91972bad7bab,teams,microsoft,Windows10,10.0.19045.3636,High,1,,"{'CVE-2023-5217': 'High', 'CVE-2023-4863': 'High'}",17d17dec2c478e7a36feb654462e91972bad7bab,2023-11-12T21:27:51.4879683Z,12/11/2023,21:27:51
22087w10n.sa.internal,17d17dec2c478e7a36feb654462e91972bad7bab,openssl,openssl,Windows10,10.0.19045.3636,Low,0,,{'CVE-2023-3817': 'Low'},17d17dec2c478e7a36feb654462e91972bad7bab,2023-11-12T21:27:51.4879683Z,12/11/2023,21:27:51
22087w10n.sa.internal,17d17dec2c478e7a36feb654462e91972bad7bab,openssl,openssl,Windows10,10.0.19045.3636,Medium,0,,"{'CVE-2023-4807': 'Medium', 'CVE-2023-5363': 'Medium'}",17d17dec2c478e7a36feb654462e91972bad7bab,2023-11-12T21:27:51.4879683Z,12/11/2023,21:27:51
syd-dc8.sa.internal,a154d4d0bbd3def9866040c6022bf6b8c5127737,7-zip,7-zip,WindowsServer2016,10.0.14393.6343,High,1,,{'CVE-2022-29072': 'High'},a154d4d0bbd3def9866040c6022bf6b8c5127737,2023-11-12T22:33:59.5396104Z,12/11/2023,22:33:59
syd-dc8.sa.internal,a154d4d0bbd3def9866040c6022bf6b8c5127737,tools,vmware,WindowsServer2016,10.0.14393.6343,Low,0,,"{'CVE-2021-21997': 'Low', 'CVE-2022-31693': 'Low'}",a154d4d0bbd3def9866040c6022bf6b8c5127737,2023-11-12T22:33:59.5396104Z,12/11/2023,22:33:59
syd-dc8.sa.internal,a154d4d0bbd3def9866040c6022bf6b8c5127737,tools,vmware,WindowsServer2016,10.0.14393.6343,Medium,0,,"{'CVE-2022-22977': 'Medium', 'CVE-2022-22943': 'Medium'}",a154d4d0bbd3def9866040c6022bf6b8c5127737,2023-11-12T22:33:59.5396104Z,12/11/2023,22:33:59
syd-dc8.sa.internal,a154d4d0bbd3def9866040c6022bf6b8c5127737,tools,vmware,WindowsServer2016,10.0.14393.6343,Low,1,,{'CVE-2023-20867': 'Low'},a154d4d0bbd3def9866040c6022bf6b8c5127737,2023-11-12T22:33:59.5396104Z,12/11/2023,22:33:59
syd-dc8.sa.internal,a154d4d0bbd3def9866040c6022bf6b8c5127737,7-zip,7-zip,WindowsServer2016,10.0.14393.6343,Medium,0,,{'CVE-2018-10172': 'Medium'},a154d4d0bbd3def9866040c6022bf6b8c5127737,2023-11-12T22:33:59.5396104Z,12/11/2023,22:33:59
syd-dc8.sa.internal,a154d4d0bbd3def9866040c6022bf6b8c5127737,tools,vmware,WindowsServer2016,10.0.14393.6343,High,0,,"{'CVE-2023-20900': 'High', 'CVE-2022-31676': 'High', 'CVE-2023-34058': 'High', 'CVE-2021-21999': 'High'}",a154d4d0bbd3def9866040c6022bf6b8c5127737,2023-11-12T22:33:59.5396104Z,12/11/2023,22:33:59
syd-dc8.sa.internal,a154d4d0bbd3def9866040c6022bf6b8c5127737,7-zip,7-zip,WindowsServer2016,10.0.14393.6343,High,0,,"{'CVE-2017-17969': 'High', 'CVE-2023-40481': 'High', 'CVE-2023-31102': 'High', 'CVE-2018-10115': 'High', 'CVE-2018-5996': 'High'}",a154d4d0bbd3def9866040c6022bf6b8c5127737,2023-11-12T22:33:59.5396104Z,12/11/2023,22:33:59
datac-cp-u01,0131e96d3bd0a6f8948412a61f44f1be5546e06d,sql_server_2016,microsoft,WindowsServer2016,10.0.14393.6343,Low,0,August 2017 Security Updates,{'CVE-2017-8516': 'Low'},0131e96d3bd0a6f8948412a61f44f1be5546e06d,2023-11-12T21:58:21.0082827Z,12/11/2023,21:58:21
datac-cp-u01,0131e96d3bd0a6f8948412a61f44f1be5546e06d,sql_server_2016,microsoft,WindowsServer2016,10.0.14393.6343,Critical,0,August 2018 Security Updates,{'CVE-2018-8273': 'Critical'},0131e96d3bd0a6f8948412a61f44f1be5546e06d,2023-11-12T21:58:21.0082827Z,12/11/2023,21:58:21
datac-cp-u01,0131e96d3bd0a6f8948412a61f44f1be5546e06d,sql_server_2016,microsoft,WindowsServer2016,10.0.14393.6343,High,0,July 2019 Security Updates,{'CVE-2019-1068': 'High'},0131e96d3bd0a6f8948412a61f44f1be5546e06d,2023-11-12T21:58:21.0082827Z,12/11/2023,21:58:21
datac-cp-u01,0131e96d3bd0a6f8948412a61f44f1be5546e06d,.net_core,microsoft,WindowsServer2016,10.0.14393.6343,Critical,1,,{'CVE-2020-1147': 'Critical'},0131e96d3bd0a6f8948412a61f44f1be5546e06d,2023-11-12T21:58:21.0082827Z,12/11/2023,21:58:21
datac-cp-u01,0131e96d3bd0a6f8948412a61f44f1be5546e06d,nodejs,nodejs,WindowsServer2016,10.0.14393.6343,Low,0,,{'CVE-2018-0734': 'Low'},0131e96d3bd0a6f8948412a61f44f1be5546e06d,2023-11-12T21:58:21.0082827Z,12/11/2023,21:58:21
datac-cp-u01,0131e96d3bd0a6f8948412a61f44f1be5546e06d,.net,microsoft,WindowsServer2016,10.0.14393.6343,Medium,0,,{'CVE-2023-36799': 'Medium'},0131e96d3bd0a6f8948412a61f44f1be5546e06d,2023-11-12T21:58:21.0082827Z,12/11/2023,21:58:21
datac-cp-u01,0131e96d3bd0a6f8948412a61f44f1be5546e06d,asp.net_core,microsoft,WindowsServer2016,10.0.14393.6343,High,0,,"{'CVE-2019-1302': 'High', 'CVE-2019-0548': 'High', 'CVE-2020-0603': 'High', 'CVE-2020-1045': 'High', 'CVE-2020-1597': 'High'}",0131e96d3bd0a6f8948412a61f44f1be5546e06d,2023-11-12T21:58:21.0082827Z,12/11/2023,21:58:21
datac-cp-u01,0131e96d3bd0a6f8948412a61f44f1be5546e06d,7-zip,7-zip,WindowsServer2016,10.0.14393.6343,High,0,,"{'CVE-2023-40481': 'High', 'CVE-2023-31102': 'High'}",0131e96d3bd0a6f8948412a61f44f1be5546e06d,2023-11-12T21:58:21.0082827Z,12/11/2023,21:58:21
datac-cp-u01,0131e96d3bd0a6f8948412a61f44f1be5546e06d,.net,microsoft,WindowsServer2016,10.0.14393.6343,High,1,,{'CVE-2023-44487': 'High'},0131e96d3bd0a6f8948412a61f44f1be5546e06d,2023-11-12T21:58:21.0082827Z,12/11/2023,21:58:21
datac-cp-u01,0131e96d3bd0a6f8948412a61f44f1be5546e06d,.net_core,microsoft,WindowsServer2016,10.0.14393.6343,High,0,,"{'CVE-2021-26423': 'High', 'CVE-2018-8416': 'High', 'CVE-2021-26701': 'High', 'CVE-2022-29117': 'High', 'CVE-2022-38013': 'High', 'CVE-2022-24464': 'High', 'CVE-2022-23267': 'High', 'CVE-2019-1301': 'High', 'CVE-2022-41032': 'High', 'CVE-2022-41089': 'High', 'CVE-2020-1108': 'High', 'CVE-2022-29145': 'High', 'CVE-2019-0545': 'High', 'CVE-2021-24112': 'High'}",0131e96d3bd0a6f8948412a61f44f1be5546e06d,2023-11-12T21:58:21.0082827Z,12/11/2023,21:58:21
datac-cp-u01,0131e96d3bd0a6f8948412a61f44f1be5546e06d,asp.net_core,microsoft,WindowsServer2016,10.0.14393.6343,High,1,,"{'CVE-2018-8269': 'High', 'CVE-2023-44487': 'High'}",0131e96d3bd0a6f8948412a61f44f1be5546e06d,2023-11-12T21:58:21.0082827Z,12/11/2023,21:58:21
datac-cp-u01,0131e96d3bd0a6f8948412a61f44f1be5546e06d,asp.net_core,microsoft,WindowsServer2016,10.0.14393.6343,Medium,0,,"{'CVE-2019-0982': 'Medium', 'CVE-2021-34532': 'Medium', 'CVE-2019-0564': 'Medium', 'CVE-2019-1075': 'Medium', 'CVE-2020-0602': 'Medium'}",0131e96d3bd0a6f8948412a61f44f1be5546e06d,2023-11-12T21:58:21.0082827Z,12/11/2023,21:58:21
datac-cp-u01,0131e96d3bd0a6f8948412a61f44f1be5546e06d,.net_core,microsoft,WindowsServer2016,10.0.14393.6343,Medium,0,,"{'CVE-2019-0820': 'Medium', 'CVE-2019-0980': 'Medium', 'CVE-2022-30184': 'Medium', 'CVE-2021-1721': 'Medium', 'CVE-2022-34716': 'Medium', 'CVE-2022-24512': 'Medium', 'CVE-2019-0657': 'Medium', 'CVE-2021-34485': 'Medium', 'CVE-2019-0981': 'Medium', 'CVE-2020-8927': 'Medium'}",0131e96d3bd0a6f8948412a61f44f1be5546e06d,2023-11-12T21:58:21.0082827Z,12/11/2023,21:58:21
datac-cp-u01,0131e96d3bd0a6f8948412a61f44f1be5546e06d,nodejs,nodejs,WindowsServer2016,10.0.14393.6343,High,0,,"{'CVE-2019-9512': 'High', 'CVE-2019-9516': 'High', 'CVE-2019-9511': 'High', 'CVE-2019-9518': 'High', 'CVE-2018-12121': 'High', 'CVE-2019-9513': 'High', 'CVE-2019-9514': 'High', 'CVE-2019-9517': 'High', 'CVE-2019-9515': 'High'}",0131e96d3bd0a6f8948412a61f44f1be5546e06d,2023-11-12T21:58:21.0082827Z,12/11/2023,21:58:21
datac-cp-u01,0131e96d3bd0a6f8948412a61f44f1be5546e06d,.net,microsoft,WindowsServer2016,10.0.14393.6343,High,0,,"{'CVE-2023-36792': 'High', 'CVE-2023-36794': 'High', 'CVE-2023-36796': 'High', 'CVE-2023-36793': 'High'}",0131e96d3bd0a6f8948412a61f44f1be5546e06d,2023-11-12T21:58:21.0082827Z,12/11/2023,21:58:21
datac-cp-u01,0131e96d3bd0a6f8948412a61f44f1be5546e06d,nodejs,nodejs,WindowsServer2016,10.0.14393.6343,Medium,0,,"{'CVE-2019-5737': 'Medium', 'CVE-2018-12123': 'Medium', 'CVE-2018-12122': 'Medium', 'CVE-2019-1559': 'Medium', 'CVE-2018-12116': 'Medium', 'CVE-2018-1000168': 'Medium'}",0131e96d3bd0a6f8948412a61f44f1be5546e06d,2023-11-12T21:58:21.0082827Z,12/11/2023,21:58:21
datac-cpwebpr01,762ef0ffcc786cb70bd5450bdcea420656a4a834,.net_core,microsoft,WindowsServer2016,10.0.14393.6343,Critical,1,,{'CVE-2020-1147': 'Critical'},762ef0ffcc786cb70bd5450bdcea420656a4a834,2023-11-12T22:31:12.6736444Z,12/11/2023,22:31:12
datac-cpwebpr01,762ef0ffcc786cb70bd5450bdcea420656a4a834,.net,microsoft,WindowsServer2016,10.0.14393.6343,Medium,0,,{'CVE-2023-36799': 'Medium'},762ef0ffcc786cb70bd5450bdcea420656a4a834,2023-11-12T22:31:12.6736444Z,12/11/2023,22:31:12
datac-cpwebpr01,762ef0ffcc786cb70bd5450bdcea420656a4a834,asp.net_core,microsoft,WindowsServer2016,10.0.14393.6343,High,0,,"{'CVE-2019-1302': 'High', 'CVE-2019-0548': 'High', 'CVE-2020-0603': 'High', 'CVE-2020-1045': 'High', 'CVE-2020-1597': 'High'}",762ef0ffcc786cb70bd5450bdcea420656a4a834,2023-11-12T22:31:12.6736444Z,12/11/2023,22:31:12
datac-cpwebpr01,762ef0ffcc786cb70bd5450bdcea420656a4a834,7-zip,7-zip,WindowsServer2016,10.0.14393.6343,High,0,,"{'CVE-2023-40481': 'High', 'CVE-2023-31102': 'High'}",762ef0ffcc786cb70bd5450bdcea420656a4a834,2023-11-12T22:31:12.6736444Z,12/11/2023,22:31:12
datac-cpwebpr01,762ef0ffcc786cb70bd5450bdcea420656a4a834,.net,microsoft,WindowsServer2016,10.0.14393.6343,High,1,,{'CVE-2023-44487': 'High'},762ef0ffcc786cb70bd5450bdcea420656a4a834,2023-11-12T22:31:12.6736444Z,12/11/2023,22:31:12
datac-cpwebpr01,762ef0ffcc786cb70bd5450bdcea420656a4a834,.net_core,microsoft,WindowsServer2016,10.0.14393.6343,High,0,,"{'CVE-2021-26423': 'High', 'CVE-2018-8416': 'High', 'CVE-2021-26701': 'High', 'CVE-2022-38013': 'High', 'CVE-2019-1301': 'High', 'CVE-2022-41032': 'High', 'CVE-2022-41089': 'High', 'CVE-2020-1108': 'High', 'CVE-2019-0545': 'High', 'CVE-2021-24112': 'High'}",762ef0ffcc786cb70bd5450bdcea420656a4a834,2023-11-12T22:31:12.6736444Z,12/11/2023,22:31:12
datac-cpwebpr01,762ef0ffcc786cb70bd5450bdcea420656a4a834,asp.net_core,microsoft,WindowsServer2016,10.0.14393.6343,High,1,,"{'CVE-2018-8269': 'High', 'CVE-2023-44487': 'High'}",762ef0ffcc786cb70bd5450bdcea420656a4a834,2023-11-12T22:31:12.6736444Z,12/11/2023,22:31:12
datac-cpwebpr01,762ef0ffcc786cb70bd5450bdcea420656a4a834,asp.net_core,microsoft,WindowsServer2016,10.0.14393.6343,Medium,0,,"{'CVE-2019-0982': 'Medium', 'CVE-2021-34532': 'Medium', 'CVE-2019-0564': 'Medium', 'CVE-2019-1075': 'Medium', 'CVE-2020-0602': 'Medium'}",762ef0ffcc786cb70bd5450bdcea420656a4a834,2023-11-12T22:31:12.6736444Z,12/11/2023,22:31:12
datac-cpwebpr01,762ef0ffcc786cb70bd5450bdcea420656a4a834,.net_core,microsoft,WindowsServer2016,10.0.14393.6343,Medium,0,,"{'CVE-2019-0820': 'Medium', 'CVE-2019-0980': 'Medium', 'CVE-2022-30184': 'Medium', 'CVE-2021-1721': 'Medium', 'CVE-2022-34716': 'Medium', 'CVE-2019-0657': 'Medium', 'CVE-2021-34485': 'Medium', 'CVE-2019-0981': 'Medium'}",762ef0ffcc786cb70bd5450bdcea420656a4a834,2023-11-12T22:31:12.6736444Z,12/11/2023,22:31:12
datac-cpwebpr01,762ef0ffcc786cb70bd5450bdcea420656a4a834,.net,microsoft,WindowsServer2016,10.0.14393.6343,High,0,,"{'CVE-2023-36792': 'High', 'CVE-2023-36794': 'High', 'CVE-2023-36796': 'High', 'CVE-2023-36793': 'High'}",762ef0ffcc786cb70bd5450bdcea420656a4a834,2023-11-12T22:31:12.6736444Z,12/11/2023,22:31:12
paueasaudc01.sa.internal,964d6cad109bc346b57aeb496515dff4eba79412,.net,microsoft,WindowsServer2022,10.0.20348.2031,Medium,0,,{'CVE-2023-36799': 'Medium'},964d6cad109bc346b57aeb496515dff4eba79412,2023-11-12T22:34:14.459187Z,12/11/2023,22:34:14
paueasaudc01.sa.internal,964d6cad109bc346b57aeb496515dff4eba79412,.net_core,microsoft,WindowsServer2022,10.0.20348.2031,Medium,0,,{'CVE-2022-34716': 'Medium'},964d6cad109bc346b57aeb496515dff4eba79412,2023-11-12T22:34:14.459187Z,12/11/2023,22:34:14
paueasaudc01.sa.internal,964d6cad109bc346b57aeb496515dff4eba79412,.net_core,microsoft,WindowsServer2022,10.0.20348.2031,High,0,,"{'CVE-2022-38013': 'High', 'CVE-2022-41032': 'High', 'CVE-2022-41089': 'High'}",964d6cad109bc346b57aeb496515dff4eba79412,2023-11-12T22:34:14.459187Z,12/11/2023,22:34:14
paueasaudc01.sa.internal,964d6cad109bc346b57aeb496515dff4eba79412,.net,microsoft,WindowsServer2022,10.0.20348.2031,High,1,,{'CVE-2023-44487': 'High'},964d6cad109bc346b57aeb496515dff4eba79412,2023-11-12T22:34:14.459187Z,12/11/2023,22:34:14
paueasaudc01.sa.internal,964d6cad109bc346b57aeb496515dff4eba79412,asp.net_core,microsoft,WindowsServer2022,10.0.20348.2031,High,1,,{'CVE-2023-44487': 'High'},964d6cad109bc346b57aeb496515dff4eba79412,2023-11-12T22:34:14.459187Z,12/11/2023,22:34:14
paueasaudc01.sa.internal,964d6cad109bc346b57aeb496515dff4eba79412,.net,microsoft,WindowsServer2022,10.0.20348.2031,High,0,,"{'CVE-2023-36792': 'High', 'CVE-2023-36794': 'High', 'CVE-2023-36796': 'High', 'CVE-2023-36793': 'High'}",964d6cad109bc346b57aeb496515dff4eba79412,2023-11-12T22:34:14.459187Z,12/11/2023,22:34:14
21062w10n.sa.internal,5dfd14bb367b65cff82885dba60bc3a756303b49,openssl,openssl,Windows10,10.0.19045.3570,Low,0,,{'CVE-2023-3817': 'Low'},5dfd14bb367b65cff82885dba60bc3a756303b49,2023-11-12T20:48:41.2572649Z,12/11/2023,20:48:41
21062w10n.sa.internal,5dfd14bb367b65cff82885dba60bc3a756303b49,openssl,openssl,Windows10,10.0.19045.3570,Medium,0,,"{'CVE-2023-4807': 'Medium', 'CVE-2023-5363': 'Medium'}",5dfd14bb367b65cff82885dba60bc3a756303b49,2023-11-12T20:48:41.2572649Z,12/11/2023,20:48:41
syd-util6.sa.internal,5c804a9377bd5029a2574a3e67e60b6e3d5fb2c0,sql_server_2016,microsoft,WindowsServer2012R2,6.3.9600.21620,Low,0,August 2017 Security Updates,{'CVE-2017-8516': 'Low'},5c804a9377bd5029a2574a3e67e60b6e3d5fb2c0,2023-11-12T22:13:37.1992737Z,12/11/2023,22:13:37
syd-util6.sa.internal,5c804a9377bd5029a2574a3e67e60b6e3d5fb2c0,nodejs,nodejs,WindowsServer2012R2,6.3.9600.21620,Medium,0,,{'CVE-2018-1000168': 'Medium'},5c804a9377bd5029a2574a3e67e60b6e3d5fb2c0,2023-11-12T22:13:37.1992737Z,12/11/2023,22:13:37
syd-util6.sa.internal,5c804a9377bd5029a2574a3e67e60b6e3d5fb2c0,sql_server_2016,microsoft,WindowsServer2012R2,6.3.9600.21620,Medium,0,November 2016 Security Updates,{'CVE-2016-7251': 'Medium'},5c804a9377bd5029a2574a3e67e60b6e3d5fb2c0,2023-11-12T22:13:37.1992737Z,12/11/2023,22:13:37
syd-util6.sa.internal,5c804a9377bd5029a2574a3e67e60b6e3d5fb2c0,npcap,nmap,WindowsServer2012R2,6.3.9600.21620,Critical,0,,{'CVE-2019-11490': 'Critical'},5c804a9377bd5029a2574a3e67e60b6e3d5fb2c0,2023-11-12T22:13:37.1992737Z,12/11/2023,22:13:37
syd-util6.sa.internal,5c804a9377bd5029a2574a3e67e60b6e3d5fb2c0,sql_server_2016,microsoft,WindowsServer2012R2,6.3.9600.21620,High,0,November 2016 Security Updates,"{'CVE-2016-7250': 'High', 'CVE-2016-7249': 'High'}",5c804a9377bd5029a2574a3e67e60b6e3d5fb2c0,2023-11-12T22:13:37.1992737Z,12/11/2023,22:13:37
23009w10n.sa.internal,4f9fddaf480c504b4bb36348766598cd8e867626,openssl,openssl,Windows10,10.0.19045.3570,Low,0,,{'CVE-2023-3817': 'Low'},4f9fddaf480c504b4bb36348766598cd8e867626,2023-11-12T22:23:16.5634926Z,12/11/2023,22:23:16
23009w10n.sa.internal,4f9fddaf480c504b4bb36348766598cd8e867626,openssl,openssl,Windows10,10.0.19045.3570,Medium,0,,"{'CVE-2023-4807': 'Medium', 'CVE-2023-5363': 'Medium'}",4f9fddaf480c504b4bb36348766598cd8e867626,2023-11-12T22:23:16.5634926Z,12/11/2023,22:23:16
22014w10n.sa.internal,33d258e2d3651d912fe0705f772f223deaf73df0,openssl,openssl,Windows10,10.0.19045.3570,Low,0,,{'CVE-2023-3817': 'Low'},33d258e2d3651d912fe0705f772f223deaf73df0,2023-11-12T22:12:43.7416381Z,12/11/2023,22:12:43
22014w10n.sa.internal,33d258e2d3651d912fe0705f772f223deaf73df0,edge_chromium-based,microsoft,Windows10,10.0.19045.3570,High,0,,{'CVE-2023-5996': 'High'},33d258e2d3651d912fe0705f772f223deaf73df0,2023-11-12T22:12:43.7416381Z,12/11/2023,22:12:43
22014w10n.sa.internal,33d258e2d3651d912fe0705f772f223deaf73df0,openssl,openssl,Windows10,10.0.19045.3570,Medium,0,,"{'CVE-2023-4807': 'Medium', 'CVE-2023-5363': 'Medium'}",33d258e2d3651d912fe0705f772f223deaf73df0,2023-11-12T22:12:43.7416381Z,12/11/2023,22:12:43
syd-fs2.sa.internal,7c3c3bf29e11f4ccc4d4f0172657de4a5a8c7905,7-zip,7-zip,WindowsServer2019,10.0.17763.4974,High,0,,"{'CVE-2023-40481': 'High', 'CVE-2023-31102': 'High'}",7c3c3bf29e11f4ccc4d4f0172657de4a5a8c7905,2023-11-12T22:31:47.4403707Z,12/11/2023,22:31:47
21055w10n.sa.internal,b60a4748582bbe94fd944d4c6c388e21ddd8db25,openssl,openssl,Windows10,10.0.19045.3570,Low,0,,{'CVE-2023-3817': 'Low'},b60a4748582bbe94fd944d4c6c388e21ddd8db25,2023-11-12T22:10:48.6474394Z,12/11/2023,22:10:48
21055w10n.sa.internal,b60a4748582bbe94fd944d4c6c388e21ddd8db25,openssl,openssl,Windows10,10.0.19045.3570,Medium,0,,"{'CVE-2023-4807': 'Medium', 'CVE-2023-5363': 'Medium'}",b60a4748582bbe94fd944d4c6c388e21ddd8db25,2023-11-12T22:10:48.6474394Z,12/11/2023,22:10:48
